Fecha,precio_promedio_kg,variedad
2023-04-13,2.58,Papa Peruanita
2023-04-13,1.53,Papa Unica
2023-04-13,0.93,Papa Yungay
2023-04-14,2.73,Papa Amarilla
2023-04-14,0.89,Papa Blanca
2023-04-14,1.4,Papa Canchan
2023-04-14,1.4,Papa Color
2023-04-14,1.73,Papa Huamantanga
2023-04-14,1.26,Papa Huayro
2023-04-14,1.23,Papa Negra Andina
2023-04-14,2.43,Papa Peruanita
2023-04-14,1.4,Papa Unica
2023-04-14,0.89,Papa Yungay
2023-04-15,2.43,Papa Amarilla
2023-04-15,0.89,Papa Blanca
2023-04-15,1.33,Papa Canchan
2023-04-15,1.35,Papa Color
2023-04-15,1.69,Papa Huamantanga
2023-04-15,1.21,Papa Huayro
2023-04-15,1.14,Papa Negra Andina
2023-04-15,2.13,Papa Peruanita
2023-04-15,1.38,Papa Unica
2023-04-15,0.89,Papa Yungay
2023-04-16,2.43,Papa Amarilla
2023-04-16,0.89,Papa Blanca
2023-04-16,1.33,Papa Canchan
2023-04-16,1.35,Papa Color
2023-04-16,1.69,Papa Huamantanga
2023-04-16,1.21,Papa Huayro
2023-04-16,1.14,Papa Negra Andina
2023-04-16,2.13,Papa Peruanita
2023-04-16,1.38,Papa Unica
2023-04-16,0.89,Papa Yungay
2023-04-17,2.13,Papa Amarilla
2023-04-17,0.83,Papa Blanca
2023-04-17,1.33,Papa Canchan
2023-04-17,1.43,Papa Color
2023-04-17,1.68,Papa Huamantanga
2023-04-17,1.24,Papa Huayro
2023-04-17,1.08,Papa Negra Andina
2023-04-17,1.93,Papa Peruanita
2023-04-17,1.53,Papa Unica
2023-04-17,0.83,Papa Yungay
2023-04-18,1.95,Papa Amarilla
2023-04-18,0.8,Papa Blanca
2023-04-18,1.13,Papa Canchan
2023-04-18,1.23,Papa Color
2023-04-18,1.68,Papa Huamantanga
2023-04-18,1.14,Papa Huayro
2023-04-18,1.06,Papa Negra Andina
2023-04-18,1.9,Papa Peruanita
2023-04-18,1.33,Papa Unica
2023-04-18,0.8,Papa Yungay
2023-04-19,2.05,Papa Amarilla
2023-04-19,0.75,Papa Blanca
2023-04-19,1.03,Papa Canchan
2023-04-19,1.21,Papa Color
2023-04-19,1.33,Papa Huamantanga
2023-04-19,1.13,Papa Huayro
2023-04-19,0.93,Papa Negra Andina
2023-04-19,1.9,Papa Peruanita
2023-04-19,1.4,Papa Unica
2023-04-19,0.75,Papa Yungay
2023-04-20,2.08,Papa Amarilla
2023-04-20,0.79,Papa Blanca
2023-04-20,1.08,Papa Canchan
2023-04-20,1.2,Papa Color
2023-04-20,1.43,Papa Huamantanga
2023-04-20,1.15,Papa Huayro
2023-04-20,1.03,Papa Negra Andina
2023-04-20,1.9,Papa Peruanita
2023-04-20,1.33,Papa Unica
2023-04-20,0.79,Papa Yungay
2023-04-21,2.1,Papa Amarilla
2023-04-21,0.7,Papa Blanca
2023-04-21,1.1,Papa Canchan
2023-04-21,1.21,Papa Color
2023-04-21,1.53,Papa Huamantanga
2023-04-21,1.14,Papa Huayro
2023-04-21,0.96,Papa Negra Andina
2023-04-21,1.85,Papa Peruanita
2023-04-21,1.33,Papa Unica
2023-04-21,0.7,Papa Yungay
2023-04-22,2.1,Papa Amarilla
2023-04-22,0.69,Papa Blanca
2023-04-22,1.14,Papa Canchan
2023-04-22,1.23,Papa Color
2023-04-22,1.43,Papa Huamantanga
2023-04-22,1.2,Papa Huayro
2023-04-22,0.94,Papa Negra Andina
2023-04-22,2.03,Papa Peruanita
2023-04-22,1.33,Papa Unica
2023-04-22,0.69,Papa Yungay
2023-04-23,2.1,Papa Amarilla
2023-04-23,0.69,Papa Blanca
2023-04-23,1.14,Papa Canchan
2023-04-23,1.23,Papa Color
2023-04-23,1.43,Papa Huamantanga
2023-04-23,1.2,Papa Huayro
2023-04-23,0.94,Papa Negra Andina
2023-04-23,2.03,Papa Peruanita
2023-04-23,1.33,Papa Unica
2023-04-23,0.69,Papa Yungay
2023-04-24,2.73,Papa Amarilla
2023-04-24,0.84,Papa Blanca
2023-04-24,1.25,Papa Canchan
2023-04-24,1.24,Papa Color
2023-04-24,1.93,Papa Huamantanga
2023-04-24,1.34,Papa Huayro
2023-04-24,0.96,Papa Negra Andina
2023-04-24,2.28,Papa Peruanita
2023-04-24,1.23,Papa Unica
2023-04-24,0.83,Papa Yungay
2023-04-25,2.13,Papa Amarilla
2023-04-25,0.85,Papa Blanca
2023-04-25,1.28,Papa Canchan
2023-04-25,1.25,Papa Color
2023-04-25,1.73,Papa Huamantanga
2023-04-25,1.33,Papa Huayro
2023-04-25,0.96,Papa Negra Andina
2023-04-25,1.95,Papa Peruanita
2023-04-25,1.23,Papa Unica
2023-04-25,0.85,Papa Yungay
2023-04-26,2.15,Papa Amarilla
2023-04-26,0.81,Papa Blanca
2023-04-26,1.2,Papa Canchan
2023-04-26,1.26,Papa Color
2023-04-26,1.73,Papa Huamantanga
2023-04-26,1.34,Papa Huayro
2023-04-26,1.04,Papa Negra Andina
2023-04-26,1.95,Papa Peruanita
2023-04-26,1.33,Papa Unica
2023-04-26,0.81,Papa Yungay
2023-04-27,2.03,Papa Amarilla
2023-04-27,0.86,Papa Blanca
2023-04-27,1.28,Papa Canchan
2023-04-27,1.3,Papa Color
2023-04-27,1.71,Papa Huamantanga
2023-04-27,1.35,Papa Huayro
2023-04-27,0.96,Papa Negra Andina
2023-04-27,1.93,Papa Peruanita
2023-04-27,1.33,Papa Unica
2023-04-27,0.86,Papa Yungay
2023-04-28,2.0,Papa Amarilla
2023-04-28,0.85,Papa Blanca
2023-04-28,1.28,Papa Canchan
2023-04-28,1.28,Papa Color
2023-04-28,1.68,Papa Huamantanga
2023-04-28,1.35,Papa Huayro
2023-04-28,1.03,Papa Negra Andina
2023-04-28,2.08,Papa Peruanita
2023-04-28,1.29,Papa Unica
2023-04-28,0.85,Papa Yungay
2023-04-29,1.93,Papa Amarilla
2023-04-29,0.9,Papa Blanca
2023-04-29,1.3,Papa Canchan
2023-04-29,1.31,Papa Color
2023-04-29,1.65,Papa Huamantanga
2023-04-29,1.36,Papa Huayro
2023-04-29,0.96,Papa Negra Andina
2023-04-29,2.03,Papa Peruanita
2023-04-29,1.33,Papa Unica
2023-04-29,0.9,Papa Yungay
2023-04-30,1.93,Papa Amarilla
2023-04-30,0.9,Papa Blanca
2023-04-30,1.3,Papa Canchan
2023-04-30,1.31,Papa Color
2023-04-30,1.65,Papa Huamantanga
2023-04-30,1.36,Papa Huayro
2023-04-30,0.96,Papa Negra Andina
2023-04-30,2.03,Papa Peruanita
2023-04-30,1.33,Papa Unica
2023-04-30,0.9,Papa Yungay
2023-05-01,1.73,Papa Amarilla
2023-05-01,0.88,Papa Blanca
2023-05-01,1.23,Papa Canchan
2023-05-01,1.22,Papa Color
2023-05-01,1.7,Papa Huamantanga
2023-05-01,1.63,Papa Huayro
2023-05-01,0.96,Papa Negra Andina
2023-05-01,1.9,Papa Peruanita
2023-05-01,1.21,Papa Unica
2023-05-01,0.88,Papa Yungay
2023-05-02,1.75,Papa Amarilla
2023-05-02,0.86,Papa Blanca
2023-05-02,1.23,Papa Canchan
2023-05-02,1.26,Papa Color
2023-05-02,1.69,Papa Huamantanga
2023-05-02,1.43,Papa Huayro
2023-05-02,0.94,Papa Negra Andina
2023-05-02,1.76,Papa Peruanita
2023-05-02,1.29,Papa Unica
2023-05-02,0.86,Papa Yungay
2023-05-03,1.73,Papa Amarilla
2023-05-03,0.85,Papa Blanca
2023-05-03,1.21,Papa Canchan
2023-05-03,1.21,Papa Color
2023-05-03,1.64,Papa Huamantanga
2023-05-03,1.45,Papa Huayro
2023-05-03,0.94,Papa Negra Andina
2023-05-03,1.73,Papa Peruanita
2023-05-03,1.2,Papa Unica
2023-05-03,0.85,Papa Yungay
2023-05-04,1.73,Papa Amarilla
2023-05-04,0.89,Papa Blanca
2023-05-04,1.21,Papa Canchan
2023-05-04,1.25,Papa Color
2023-05-04,1.65,Papa Huamantanga
2023-05-04,1.44,Papa Huayro
2023-05-04,0.86,Papa Negra Andina
2023-05-04,1.76,Papa Peruanita
2023-05-04,1.28,Papa Unica
2023-05-04,0.89,Papa Yungay
2023-05-05,1.71,Papa Amarilla
2023-05-05,0.85,Papa Blanca
2023-05-05,1.38,Papa Canchan
2023-05-05,1.33,Papa Color
2023-05-05,1.7,Papa Huamantanga
2023-05-05,1.48,Papa Huayro
2023-05-05,0.93,Papa Negra Andina
2023-05-05,1.7,Papa Peruanita
2023-05-05,1.28,Papa Unica
2023-05-05,0.85,Papa Yungay
2023-05-06,1.74,Papa Amarilla
2023-05-06,0.83,Papa Blanca
2023-05-06,1.3,Papa Canchan
2023-05-06,1.31,Papa Color
2023-05-06,1.7,Papa Huamantanga
2023-05-06,1.44,Papa Huayro
2023-05-06,0.95,Papa Negra Andina
2023-05-06,1.69,Papa Peruanita
2023-05-06,1.33,Papa Unica
2023-05-06,0.83,Papa Yungay
2023-05-07,1.74,Papa Amarilla
2023-05-07,0.83,Papa Blanca
2023-05-07,1.3,Papa Canchan
2023-05-07,1.31,Papa Color
2023-05-07,1.7,Papa Huamantanga
2023-05-07,1.44,Papa Huayro
2023-05-07,0.95,Papa Negra Andina
2023-05-07,1.69,Papa Peruanita
2023-05-07,1.33,Papa Unica
2023-05-07,0.83,Papa Yungay
2023-05-08,1.75,Papa Amarilla
2023-05-08,0.83,Papa Blanca
2023-05-08,1.31,Papa Canchan
2023-05-08,1.33,Papa Color
2023-05-08,1.71,Papa Huamantanga
2023-05-08,1.46,Papa Huayro
2023-05-08,0.96,Papa Negra Andina
2023-05-08,1.71,Papa Peruanita
2023-05-08,1.35,Papa Unica
2023-05-08,0.83,Papa Yungay
2023-05-09,1.95,Papa Amarilla
2023-05-09,0.89,Papa Blanca
2023-05-09,1.25,Papa Canchan
2023-05-09,1.29,Papa Color
2023-05-09,1.7,Papa Huamantanga
2023-05-09,1.53,Papa Huayro
2023-05-09,0.94,Papa Negra Andina
2023-05-09,1.9,Papa Peruanita
2023-05-09,1.33,Papa Unica
2023-05-09,0.89,Papa Yungay
2023-05-10,2.13,Papa Amarilla
2023-05-10,0.83,Papa Blanca
2023-05-10,1.3,Papa Canchan
2023-05-10,1.31,Papa Color
2023-05-10,1.88,Papa Huamantanga
2023-05-10,1.55,Papa Huayro
2023-05-10,0.95,Papa Negra Andina
2023-05-10,2.05,Papa Peruanita
2023-05-10,1.31,Papa Unica
2023-05-10,0.88,Papa Yungay
2023-05-11,2.38,Papa Amarilla
2023-05-11,0.82,Papa Blanca
2023-05-11,1.3,Papa Canchan
2023-05-11,1.37,Papa Color
2023-05-11,2.05,Papa Huamantanga
2023-05-11,1.7,Papa Huayro
2023-05-11,1.04,Papa Negra Andina
2023-05-11,1.93,Papa Peruanita
2023-05-11,1.44,Papa Unica
2023-05-11,0.82,Papa Yungay
2023-05-12,2.13,Papa Amarilla
2023-05-12,0.85,Papa Blanca
2023-05-12,1.4,Papa Canchan
2023-05-12,1.36,Papa Color
2023-05-12,1.85,Papa Huamantanga
2023-05-12,1.86,Papa Huayro
2023-05-12,1.05,Papa Negra Andina
2023-05-12,1.93,Papa Peruanita
2023-05-12,1.33,Papa Unica
2023-05-12,0.85,Papa Yungay
2023-05-13,2.15,Papa Amarilla
2023-05-13,0.85,Papa Blanca
2023-05-13,1.33,Papa Canchan
2023-05-13,1.38,Papa Color
2023-05-13,1.94,Papa Huamantanga
2023-05-13,1.95,Papa Huayro
2023-05-13,1.05,Papa Negra Andina
2023-05-13,2.0,Papa Peruanita
2023-05-13,1.44,Papa Unica
2023-05-13,0.85,Papa Yungay
2023-05-14,2.15,Papa Amarilla
2023-05-14,0.85,Papa Blanca
2023-05-14,1.33,Papa Canchan
2023-05-14,1.38,Papa Color
2023-05-14,1.94,Papa Huamantanga
2023-05-14,1.95,Papa Huayro
2023-05-14,1.05,Papa Negra Andina
2023-05-14,2.0,Papa Peruanita
2023-05-14,1.44,Papa Unica
2023-05-14,0.85,Papa Yungay
2023-05-15,2.28,Papa Amarilla
2023-05-15,0.86,Papa Blanca
2023-05-15,1.3,Papa Canchan
2023-05-15,1.4,Papa Color
2023-05-15,1.96,Papa Huamantanga
2023-05-15,1.94,Papa Huayro
2023-05-15,1.05,Papa Negra Andina
2023-05-15,2.03,Papa Peruanita
2023-05-15,1.49,Papa Unica
2023-05-15,0.86,Papa Yungay
2023-05-16,2.1,Papa Amarilla
2023-05-16,0.83,Papa Blanca
2023-05-16,1.28,Papa Canchan
2023-05-16,1.36,Papa Color
2023-05-16,1.71,Papa Huamantanga
2023-05-16,1.53,Papa Huayro
2023-05-16,0.96,Papa Negra Andina
2023-05-16,1.93,Papa Peruanita
2023-05-16,1.45,Papa Unica
2023-05-16,0.83,Papa Yungay
2023-05-17,1.93,Papa Amarilla
2023-05-17,0.84,Papa Blanca
2023-05-17,1.3,Papa Canchan
2023-05-17,1.39,Papa Color
2023-05-17,1.69,Papa Huamantanga
2023-05-17,1.41,Papa Huayro
2023-05-17,0.96,Papa Negra Andina
2023-05-17,1.76,Papa Peruanita
2023-05-17,1.48,Papa Unica
2023-05-17,0.84,Papa Yungay
2023-05-18,2.08,Papa Amarilla
2023-05-18,0.81,Papa Blanca
2023-05-18,1.28,Papa Canchan
2023-05-18,1.45,Papa Color
2023-05-18,1.68,Papa Huamantanga
2023-05-18,1.44,Papa Huayro
2023-05-18,0.94,Papa Negra Andina
2023-05-18,1.74,Papa Peruanita
2023-05-18,1.63,Papa Unica
2023-05-18,0.81,Papa Yungay
2023-05-19,1.73,Papa Amarilla
2023-05-19,0.8,Papa Blanca
2023-05-19,1.2,Papa Canchan
2023-05-19,1.36,Papa Color
2023-05-19,1.84,Papa Huamantanga
2023-05-19,1.53,Papa Huayro
2023-05-19,1.03,Papa Negra Andina
2023-05-19,1.7,Papa Peruanita
2023-05-19,1.53,Papa Unica
2023-05-19,0.8,Papa Yungay
2023-05-20,1.63,Papa Amarilla
2023-05-20,0.79,Papa Blanca
2023-05-20,1.2,Papa Canchan
2023-05-20,1.26,Papa Color
2023-05-20,1.5,Papa Huamantanga
2023-05-20,1.46,Papa Huayro
2023-05-20,1.05,Papa Negra Andina
2023-05-20,1.53,Papa Peruanita
2023-05-20,1.33,Papa Unica
2023-05-20,0.79,Papa Yungay
2023-05-21,1.63,Papa Amarilla
2023-05-21,0.79,Papa Blanca
2023-05-21,1.2,Papa Canchan
2023-05-21,1.26,Papa Color
2023-05-21,1.5,Papa Huamantanga
2023-05-21,1.46,Papa Huayro
2023-05-21,1.05,Papa Negra Andina
2023-05-21,1.53,Papa Peruanita
2023-05-21,1.33,Papa Unica
2023-05-21,0.79,Papa Yungay
2023-05-22,1.68,Papa Amarilla
2023-05-22,0.75,Papa Blanca
2023-05-22,1.2,Papa Canchan
2023-05-22,1.21,Papa Color
2023-05-22,1.58,Papa Huamantanga
2023-05-22,1.45,Papa Huayro
2023-05-22,1.05,Papa Negra Andina
2023-05-22,1.68,Papa Peruanita
2023-05-22,1.23,Papa Unica
2023-05-22,0.75,Papa Yungay
2023-05-23,1.73,Papa Amarilla
2023-05-23,0.79,Papa Blanca
2023-05-23,1.15,Papa Canchan
2023-05-23,1.16,Papa Color
2023-05-23,1.78,Papa Huamantanga
2023-05-23,1.44,Papa Huayro
2023-05-23,1.06,Papa Negra Andina
2023-05-23,1.73,Papa Peruanita
2023-05-23,1.18,Papa Unica
2023-05-23,0.79,Papa Yungay
2023-05-24,1.73,Papa Amarilla
2023-05-24,0.8,Papa Blanca
2023-05-24,1.18,Papa Canchan
2023-05-24,1.28,Papa Color
2023-05-24,1.74,Papa Huamantanga
2023-05-24,1.5,Papa Huayro
2023-05-24,1.08,Papa Negra Andina
2023-05-24,1.73,Papa Peruanita
2023-05-24,1.38,Papa Unica
2023-05-24,0.8,Papa Yungay
2023-05-25,1.68,Papa Amarilla
2023-05-25,0.79,Papa Blanca
2023-05-25,1.16,Papa Canchan
2023-05-25,1.27,Papa Color
2023-05-25,1.74,Papa Huamantanga
2023-05-25,1.48,Papa Huayro
2023-05-25,1.04,Papa Negra Andina
2023-05-25,1.68,Papa Peruanita
2023-05-25,1.36,Papa Unica
2023-05-25,0.79,Papa Yungay
2023-05-26,1.6,Papa Amarilla
2023-05-26,0.78,Papa Blanca
2023-05-26,1.21,Papa Canchan
2023-05-26,1.32,Papa Color
2023-05-26,1.75,Papa Huamantanga
2023-05-26,1.48,Papa Huayro
2023-05-26,1.05,Papa Negra Andina
2023-05-26,1.7,Papa Peruanita
2023-05-26,1.43,Papa Unica
2023-05-26,0.78,Papa Yungay
2023-05-27,1.63,Papa Amarilla
2023-05-27,0.78,Papa Blanca
2023-05-27,1.2,Papa Canchan
2023-05-27,1.3,Papa Color
2023-05-27,1.75,Papa Huamantanga
2023-05-27,1.58,Papa Huayro
2023-05-27,1.08,Papa Negra Andina
2023-05-27,1.73,Papa Peruanita
2023-05-27,1.4,Papa Unica
2023-05-27,0.78,Papa Yungay
2023-05-28,1.63,Papa Amarilla
2023-05-28,0.78,Papa Blanca
2023-05-28,1.2,Papa Canchan
2023-05-28,1.3,Papa Color
2023-05-28,1.75,Papa Huamantanga
2023-05-28,1.58,Papa Huayro
2023-05-28,1.08,Papa Negra Andina
2023-05-28,1.73,Papa Peruanita
2023-05-28,1.4,Papa Unica
2023-05-28,0.78,Papa Yungay
2023-05-29,1.7,Papa Amarilla
2023-05-29,0.73,Papa Blanca
2023-05-29,1.23,Papa Canchan
2023-05-29,1.35,Papa Color
2023-05-29,1.74,Papa Huamantanga
2023-05-29,1.5,Papa Huayro
2023-05-29,1.05,Papa Negra Andina
2023-05-29,1.71,Papa Peruanita
2023-05-29,1.48,Papa Unica
2023-05-29,0.73,Papa Yungay
2023-05-30,1.73,Papa Amarilla
2023-05-30,0.74,Papa Blanca
2023-05-30,1.21,Papa Canchan
2023-05-30,1.35,Papa Color
2023-05-30,1.7,Papa Huamantanga
2023-05-30,1.4,Papa Huayro
2023-05-30,1.03,Papa Negra Andina
2023-05-30,1.74,Papa Peruanita
2023-05-30,1.48,Papa Unica
2023-05-30,0.74,Papa Yungay
2023-05-31,1.71,Papa Amarilla
2023-05-31,0.75,Papa Blanca
2023-05-31,1.23,Papa Canchan
2023-05-31,1.37,Papa Color
2023-05-31,1.7,Papa Huamantanga
2023-05-31,1.5,Papa Huayro
2023-05-31,1.05,Papa Negra Andina
2023-05-31,1.73,Papa Peruanita
2023-05-31,1.51,Papa Unica
2023-05-31,0.75,Papa Yungay
2023-06-01,1.69,Papa Amarilla
2023-06-01,0.73,Papa Blanca
2023-06-01,1.23,Papa Canchan
2023-06-01,1.35,Papa Color
2023-06-01,1.65,Papa Huamantanga
2023-06-01,1.43,Papa Huayro
2023-06-01,1.05,Papa Negra Andina
2023-06-01,1.69,Papa Peruanita
2023-06-01,1.48,Papa Unica
2023-06-01,0.73,Papa Yungay
2023-06-02,1.53,Papa Amarilla
2023-06-02,0.74,Papa Blanca
2023-06-02,1.14,Papa Canchan
2023-06-02,1.31,Papa Color
2023-06-02,1.63,Papa Huamantanga
2023-06-02,1.36,Papa Huayro
2023-06-02,0.95,Papa Negra Andina
2023-06-02,1.56,Papa Peruanita
2023-06-02,1.48,Papa Unica
2023-06-02,0.74,Papa Yungay
2023-06-03,1.6,Papa Amarilla
2023-06-03,0.79,Papa Blanca
2023-06-03,1.18,Papa Canchan
2023-06-03,1.23,Papa Color
2023-06-03,1.61,Papa Huamantanga
2023-06-03,1.4,Papa Huayro
2023-06-03,1.0,Papa Negra Andina
2023-06-03,1.55,Papa Peruanita
2023-06-03,1.28,Papa Unica
2023-06-03,0.79,Papa Yungay
2023-06-04,1.6,Papa Amarilla
2023-06-04,0.79,Papa Blanca
2023-06-04,1.18,Papa Canchan
2023-06-04,1.23,Papa Color
2023-06-04,1.61,Papa Huamantanga
2023-06-04,1.4,Papa Huayro
2023-06-04,1.0,Papa Negra Andina
2023-06-04,1.55,Papa Peruanita
2023-06-04,1.28,Papa Unica
2023-06-04,0.79,Papa Yungay
2023-06-05,1.53,Papa Amarilla
2023-06-05,0.84,Papa Blanca
2023-06-05,1.08,Papa Canchan
2023-06-05,1.24,Papa Color
2023-06-05,1.58,Papa Huamantanga
2023-06-05,1.48,Papa Huayro
2023-06-05,0.96,Papa Negra Andina
2023-06-05,1.55,Papa Peruanita
2023-06-05,1.4,Papa Unica
2023-06-05,0.84,Papa Yungay
2023-06-06,1.5,Papa Amarilla
2023-06-06,0.9,Papa Blanca
2023-06-06,1.1,Papa Canchan
2023-06-06,1.25,Papa Color
2023-06-06,1.59,Papa Huamantanga
2023-06-06,1.5,Papa Huayro
2023-06-06,0.95,Papa Negra Andina
2023-06-06,1.53,Papa Peruanita
2023-06-06,1.39,Papa Unica
2023-06-06,0.9,Papa Yungay
2023-06-07,1.33,Papa Amarilla
2023-06-07,0.86,Papa Blanca
2023-06-07,1.18,Papa Canchan
2023-06-07,1.3,Papa Color
2023-06-07,1.54,Papa Huamantanga
2023-06-07,1.45,Papa Huayro
2023-06-07,0.98,Papa Negra Andina
2023-06-07,1.5,Papa Peruanita
2023-06-07,1.43,Papa Unica
2023-06-07,0.86,Papa Yungay
2023-06-08,1.33,Papa Amarilla
2023-06-08,0.84,Papa Blanca
2023-06-08,1.13,Papa Canchan
2023-06-08,1.21,Papa Color
2023-06-08,1.49,Papa Huamantanga
2023-06-08,1.4,Papa Huayro
2023-06-08,0.95,Papa Negra Andina
2023-06-08,1.43,Papa Peruanita
2023-06-08,1.3,Papa Unica
2023-06-08,0.84,Papa Yungay
2023-06-09,1.28,Papa Amarilla
2023-06-09,0.81,Papa Blanca
2023-06-09,1.11,Papa Canchan
2023-06-09,1.22,Papa Color
2023-06-09,1.46,Papa Huamantanga
2023-06-09,1.35,Papa Huayro
2023-06-09,0.94,Papa Negra Andina
2023-06-09,1.38,Papa Peruanita
2023-06-09,1.33,Papa Unica
2023-06-09,0.81,Papa Yungay
2023-06-10,1.28,Papa Amarilla
2023-06-10,0.8,Papa Blanca
2023-06-10,1.08,Papa Canchan
2023-06-10,1.09,Papa Color
2023-06-10,1.41,Papa Huamantanga
2023-06-10,1.3,Papa Huayro
2023-06-10,0.93,Papa Negra Andina
2023-06-10,1.38,Papa Peruanita
2023-06-10,1.1,Papa Unica
2023-06-10,0.8,Papa Yungay
2023-06-11,1.28,Papa Amarilla
2023-06-11,0.8,Papa Blanca
2023-06-11,1.08,Papa Canchan
2023-06-11,1.09,Papa Color
2023-06-11,1.41,Papa Huamantanga
2023-06-11,1.3,Papa Huayro
2023-06-11,0.93,Papa Negra Andina
2023-06-11,1.38,Papa Peruanita
2023-06-11,1.1,Papa Unica
2023-06-11,0.8,Papa Yungay
2023-06-12,1.3,Papa Amarilla
2023-06-12,0.81,Papa Blanca
2023-06-12,1.08,Papa Canchan
2023-06-12,1.15,Papa Color
2023-06-12,1.41,Papa Huamantanga
2023-06-12,1.38,Papa Huayro
2023-06-12,0.95,Papa Negra Andina
2023-06-12,1.43,Papa Peruanita
2023-06-12,1.23,Papa Unica
2023-06-12,0.81,Papa Yungay
2023-06-13,1.28,Papa Amarilla
2023-06-13,0.75,Papa Blanca
2023-06-13,1.13,Papa Canchan
2023-06-13,1.2,Papa Color
2023-06-13,1.38,Papa Huamantanga
2023-06-13,1.4,Papa Huayro
2023-06-13,0.94,Papa Negra Andina
2023-06-13,1.4,Papa Peruanita
2023-06-13,1.28,Papa Unica
2023-06-13,0.75,Papa Yungay
2023-06-14,1.48,Papa Amarilla
2023-06-14,0.78,Papa Blanca
2023-06-14,1.13,Papa Canchan
2023-06-14,1.23,Papa Color
2023-06-14,1.48,Papa Huamantanga
2023-06-14,1.41,Papa Huayro
2023-06-14,0.96,Papa Negra Andina
2023-06-14,1.43,Papa Peruanita
2023-06-14,1.33,Papa Unica
2023-06-14,0.78,Papa Yungay
2023-06-15,1.85,Papa Amarilla
2023-06-15,0.79,Papa Blanca
2023-06-15,1.13,Papa Canchan
2023-06-15,1.18,Papa Color
2023-06-15,1.61,Papa Huamantanga
2023-06-15,1.43,Papa Huayro
2023-06-15,0.95,Papa Negra Andina
2023-06-15,1.43,Papa Peruanita
2023-06-15,1.23,Papa Unica
2023-06-15,0.79,Papa Yungay
2023-06-16,1.88,Papa Amarilla
2023-06-16,0.74,Papa Blanca
2023-06-16,1.1,Papa Canchan
2023-06-16,1.16,Papa Color
2023-06-16,1.63,Papa Huamantanga
2023-06-16,1.43,Papa Huayro
2023-06-16,0.96,Papa Negra Andina
2023-06-16,1.48,Papa Peruanita
2023-06-16,1.23,Papa Unica
2023-06-16,0.74,Papa Yungay
2023-06-17,1.85,Papa Amarilla
2023-06-17,0.75,Papa Blanca
2023-06-17,1.11,Papa Canchan
2023-06-17,1.2,Papa Color
2023-06-17,1.66,Papa Huamantanga
2023-06-17,1.45,Papa Huayro
2023-06-17,0.96,Papa Negra Andina
2023-06-17,1.83,Papa Peruanita
2023-06-17,1.29,Papa Unica
2023-06-17,0.75,Papa Yungay
2023-06-18,1.85,Papa Amarilla
2023-06-18,0.75,Papa Blanca
2023-06-18,1.11,Papa Canchan
2023-06-18,1.2,Papa Color
2023-06-18,1.66,Papa Huamantanga
2023-06-18,1.45,Papa Huayro
2023-06-18,0.96,Papa Negra Andina
2023-06-18,1.83,Papa Peruanita
2023-06-18,1.29,Papa Unica
2023-06-18,0.75,Papa Yungay
2023-06-19,2.08,Papa Amarilla
2023-06-19,0.74,Papa Blanca
2023-06-19,1.03,Papa Canchan
2023-06-19,1.1,Papa Color
2023-06-19,1.88,Papa Huamantanga
2023-06-19,1.63,Papa Huayro
2023-06-19,0.98,Papa Negra Andina
2023-06-19,1.73,Papa Peruanita
2023-06-19,1.16,Papa Unica
2023-06-19,0.74,Papa Yungay
2023-06-20,1.63,Papa Amarilla
2023-06-20,0.78,Papa Blanca
2023-06-20,1.08,Papa Canchan
2023-06-20,1.18,Papa Color
2023-06-20,1.58,Papa Huamantanga
2023-06-20,1.4,Papa Huayro
2023-06-20,0.95,Papa Negra Andina
2023-06-20,1.66,Papa Peruanita
2023-06-20,1.28,Papa Unica
2023-06-20,0.78,Papa Yungay
2023-06-21,1.58,Papa Amarilla
2023-06-21,0.78,Papa Blanca
2023-06-21,1.09,Papa Canchan
2023-06-21,1.15,Papa Color
2023-06-21,1.5,Papa Huamantanga
2023-06-21,1.39,Papa Huayro
2023-06-21,0.94,Papa Negra Andina
2023-06-21,1.64,Papa Peruanita
2023-06-21,1.2,Papa Unica
2023-06-21,0.78,Papa Yungay
2023-06-22,1.53,Papa Amarilla
2023-06-22,0.76,Papa Blanca
2023-06-22,1.09,Papa Canchan
2023-06-22,1.13,Papa Color
2023-06-22,1.58,Papa Huamantanga
2023-06-22,1.48,Papa Huayro
2023-06-22,0.93,Papa Negra Andina
2023-06-22,1.66,Papa Peruanita
2023-06-22,1.18,Papa Unica
2023-06-22,0.76,Papa Yungay
2023-06-23,1.43,Papa Amarilla
2023-06-23,0.74,Papa Blanca
2023-06-23,1.08,Papa Canchan
2023-06-23,1.13,Papa Color
2023-06-23,1.55,Papa Huamantanga
2023-06-23,1.44,Papa Huayro
2023-06-23,0.93,Papa Negra Andina
2023-06-23,1.64,Papa Peruanita
2023-06-23,1.18,Papa Unica
2023-06-23,0.74,Papa Yungay
2023-06-24,1.4,Papa Amarilla
2023-06-24,0.75,Papa Blanca
2023-06-24,1.13,Papa Canchan
2023-06-24,1.16,Papa Color
2023-06-24,1.6,Papa Huamantanga
2023-06-24,1.58,Papa Huayro
2023-06-24,0.95,Papa Negra Andina
2023-06-24,1.55,Papa Peruanita
2023-06-24,1.2,Papa Unica
2023-06-24,0.75,Papa Yungay
2023-06-25,1.4,Papa Amarilla
