fecha,volumen,variedad,zona,volumen_log,region,precio_promedio_kg,indice_precio_diesel
2025-11-28,124.0,Papa Amarilla,Ambo,4.8283137373023015,Huanuco,2.15,89.695
2025-11-28,2.0,Papa Amarilla,Huamanga,1.0986122886681096,Ayacucho,2.15,89.695
2025-11-27,23.0,Papa Yungay,Huanuco,3.1780538303479458,Huanuco,0.69,89.695
2025-11-27,21.0,Papa Unica,Huaura,3.091042453358316,Lima,0.71,89.695
2025-11-27,9.0,Papa Color,Tarma,2.302585092994046,Junin,0.91,89.695
2025-11-27,2.0,Papa Canchan,Lima,1.0986122886681096,Lima,1.11,89.695
2025-11-27,41.0,Papa Canchan,Canete,3.737669618283368,Lima,1.11,89.695
2025-11-27,41.0,Papa Canchan,Barranca,3.737669618283368,Lima,1.11,89.695
2025-11-27,113.0,Papa Canchan,Tarma,4.736198448394496,Junin,1.11,89.695
2025-11-27,104.0,Papa Canchan,Huanuco,4.653960350157523,Huanuco,1.11,89.695
2025-11-27,13.0,Papa Blanca,Pasco,2.639057329615259,Pasco,0.69,89.695
2025-11-27,15.0,Papa Blanca,Lima,2.772588722239781,Lima,0.69,89.695
2025-11-27,59.0,Papa Blanca,Huaura,4.0943445622221,Lima,0.69,89.695
2025-11-27,88.0,Papa Blanca,Huaral,4.48863636973214,Lima,0.69,89.695
2025-11-27,166.0,Papa Blanca,Canete,5.117993812416755,Lima,0.69,89.695
2025-11-27,162.0,Papa Blanca,Barranca,5.093750200806762,Lima,0.69,89.695
2025-11-27,190.0,Papa Blanca,Tarma,5.25227342804663,Junin,0.69,89.695
2025-11-27,23.0,Papa Blanca,Junin,3.1780538303479458,Junin,0.69,89.695
2025-11-27,12.0,Papa Blanca,Jauja,2.5649493574615367,Junin,0.69,89.695
2025-11-27,232.0,Papa Blanca,Huancayo,5.4510384535657,Junin,0.69,89.695
2025-11-27,173.0,Papa Blanca,Pisco,5.159055299214529,Ica,0.69,89.695
2025-11-27,366.0,Papa Blanca,Huanuco,5.905361848054571,Huanuco,0.69,89.695
2025-11-27,47.0,Papa Blanca,Ambo,3.87120101090789,Huanuco,0.69,89.695
2025-11-27,11.0,Papa Blanca,Huancavelica,2.4849066497880004,Huancavelica,0.69,89.695
2025-11-27,15.0,Papa Blanca,Huamanga,2.772588722239781,Ayacucho,0.69,89.695
2025-11-27,14.0,Papa Blanca,Arequipa,2.70805020110221,Arequipa,0.69,89.695
2025-11-27,23.0,Papa Blanca,Andahuaylas,3.1780538303479458,Apurimac,0.69,89.695
2025-11-27,8.0,Papa Amarilla,Pasco,2.19722457733622,Pasco,2.2,89.695
2025-11-27,16.0,Papa Amarilla,Huaral,2.833213344056216,Lima,2.2,89.695
2025-11-27,3.0,Papa Amarilla,Tarma,1.3862943611198906,Junin,2.2,89.695
2025-11-27,53.0,Papa Amarilla,Huancayo,3.9889840465642745,Junin,2.2,89.695
2025-11-27,149.0,Papa Amarilla,Ambo,5.010635294096256,Huanuco,2.2,89.695
2025-11-27,8.0,Papa Amarilla,Huamanga,2.19722457733622,Ayacucho,2.2,89.695
2025-11-26,40.0,Papa Unica,Lima,3.713572066704308,Lima,0.71,89.695
2025-11-26,20.0,Papa Unica,Huaral,3.044522437723423,Lima,0.71,89.695
2025-11-26,57.0,Papa Unica,Canete,4.060443010546419,Lima,0.71,89.695
2025-11-26,20.0,Papa Unica,Barranca,3.044522437723423,Lima,0.71,89.695
2025-11-26,59.0,Papa Canchan,Barranca,4.0943445622221,Lima,1.08,89.695
2025-11-26,19.0,Papa Canchan,Tarma,2.995732273553991,Junin,1.08,89.695
2025-11-26,74.0,Papa Blanca,Lima,4.31748811353631,Lima,0.71,89.695
2025-11-26,167.0,Papa Blanca,Huaral,5.123963979403259,Lima,0.71,89.695
2025-11-26,88.0,Papa Blanca,Canete,4.48863636973214,Lima,0.71,89.695
2025-11-26,212.0,Papa Blanca,Barranca,5.3612921657094255,Lima,0.71,89.695
2025-11-26,134.0,Papa Blanca,Tarma,4.90527477843843,Junin,0.71,89.695
2025-11-26,123.0,Papa Blanca,Huancayo,4.820281565605037,Junin,0.71,89.695
2025-11-26,132.0,Papa Blanca,Pisco,4.890349128221754,Ica,0.71,89.695
2025-11-26,12.0,Papa Blanca,Pachitea,2.5649493574615367,Huanuco,0.71,89.695
2025-11-26,142.0,Papa Blanca,Huanuco,4.962844630259907,Huanuco,0.71,89.695
2025-11-26,29.0,Papa Blanca,Huamanga,3.4011973816621555,Ayacucho,0.71,89.695
2025-11-26,51.0,Papa Blanca,Arequipa,3.951243718581428,Arequipa,0.71,89.695
2025-11-26,1.0,Papa Amarilla,Huancayo,0.6931471805599453,Junin,2.2,89.695
2025-11-26,76.0,Papa Amarilla,Ambo,4.343805421853684,Huanuco,2.2,89.695
2025-11-25,2.0,Papa Yungay,Lima,1.0986122886681096,Lima,0.71,89.695
2025-11-25,31.0,Papa Yungay,Tarma,3.4657359027997265,Junin,0.71,89.695
2025-11-25,1.0,Papa Yungay,Huancayo,0.6931471805599453,Junin,0.71,89.695
2025-11-25,24.0,Papa Yungay,Huanuco,3.218875824868201,Huanuco,0.71,89.695
2025-11-25,28.0,Papa Unica,Canete,3.367295829986474,Lima,0.74,89.695
2025-11-25,22.0,Papa Unica,Ica,3.1354942159291497,Ica,0.74,89.695
2025-11-25,16.0,Papa Unica,Camana,2.833213344056216,Arequipa,0.74,89.695
2025-11-25,25.0,Papa Huayro,Huancayo,3.258096538021482,Junin,2.3,89.695
2025-11-25,37.0,Papa Color,Huancayo,3.6375861597263857,Junin,0.87,89.695
2025-11-25,124.0,Papa Blanca,Pasco,4.8283137373023015,Pasco,0.71,89.695
2025-11-25,319.0,Papa Blanca,Lima,5.768320995793772,Lima,0.71,89.695
2025-11-25,84.0,Papa Blanca,Huaura,4.442651256490317,Lima,0.71,89.695
2025-11-25,2.0,Papa Blanca,Huarochiri,1.0986122886681096,Lima,0.71,89.695
2025-11-25,179.0,Papa Blanca,Huaral,5.19295685089021,Lima,0.71,89.695
2025-11-25,169.0,Papa Blanca,Canete,5.135798437050262,Lima,0.71,89.695
2025-11-25,219.0,Papa Blanca,Barranca,5.393627546352361,Lima,0.71,89.695
2025-11-25,328.0,Papa Blanca,Tarma,5.796057750765372,Junin,0.71,89.695
2025-11-25,334.0,Papa Blanca,Huancayo,5.814130531825066,Junin,0.71,89.695
2025-11-25,71.0,Papa Blanca,Pisco,4.276666119016055,Ica,0.71,89.695
2025-11-25,77.0,Papa Blanca,Pachitea,4.356708826689592,Huanuco,0.71,89.695
2025-11-25,706.0,Papa Blanca,Huanuco,6.561030665896573,Huanuco,0.71,89.695
2025-11-25,87.0,Papa Blanca,Ambo,4.477336814478207,Huanuco,0.71,89.695
2025-11-25,20.0,Papa Blanca,Huancavelica,3.044522437723423,Huancavelica,0.71,89.695
2025-11-25,21.0,Papa Blanca,Huamanga,3.091042453358316,Ayacucho,0.71,89.695
2025-11-25,31.0,Papa Blanca,Arequipa,3.4657359027997265,Arequipa,0.71,89.695
2025-11-25,7.0,Papa Amarilla,Pasco,2.079441541679836,Pasco,2.1,89.695
2025-11-25,1.0,Papa Amarilla,Huancayo,0.6931471805599453,Junin,2.1,89.695
2025-11-25,56.0,Papa Amarilla,Ambo,4.04305126783455,Huanuco,2.1,89.695
2025-11-24,25.0,Papa Unica,Canete,3.258096538021482,Lima,0.75,89.695
2025-11-24,20.0,Papa Blanca,Pasco,3.044522437723423,Pasco,0.73,89.695
2025-11-24,7.0,Papa Blanca,Daniel Alcides Carrion,2.079441541679836,Pasco,0.73,89.695
2025-11-24,45.0,Papa Blanca,Huaura,3.828641396489095,Lima,0.73,89.695
2025-11-24,2.0,Papa Blanca,Huaral,1.0986122886681096,Lima,0.73,89.695
2025-11-24,72.0,Papa Blanca,Canete,4.290459441148391,Lima,0.73,89.695
2025-11-24,1.0,Papa Blanca,Barranca,0.6931471805599453,Lima,0.73,89.695
2025-11-24,12.0,Papa Blanca,Tarma,2.5649493574615367,Junin,0.73,89.695
2025-11-24,4.0,Papa Blanca,Jauja,1.6094379124341005,Junin,0.73,89.695
2025-11-24,71.0,Papa Blanca,Huancayo,4.276666119016055,Junin,0.73,89.695
2025-11-24,6.0,Papa Blanca,Pisco,1.9459101490553128,Ica,0.73,89.695
2025-11-24,67.0,Papa Blanca,Huanuco,4.219507705176107,Huanuco,0.73,89.695
2025-11-24,38.0,Papa Blanca,Ambo,3.6635616461296463,Huanuco,0.73,89.695
2025-11-24,15.0,Papa Blanca,Huamanga,2.772588722239781,Ayacucho,0.73,89.695
2025-11-24,61.0,Papa Blanca,Arequipa,4.127134385045092,Arequipa,0.73,89.695
2025-11-23,22.0,Papa Yungay,Tarma,3.1354942159291497,Junin,0.71,89.695
2025-11-23,60.0,Papa Yungay,Huancayo,4.110873864173311,Junin,0.71,89.695
2025-11-23,40.0,Papa Yungay,Huanuco,3.713572066704308,Huanuco,0.71,89.695
2025-11-23,20.0,Papa Unica,Huaura,3.044522437723423,Lima,0.7,89.695
2025-11-23,38.0,Papa Unica,Huaral,3.6635616461296463,Lima,0.7,89.695
2025-11-23,22.0,Papa Unica,Canta,3.1354942159291497,Lima,0.7,89.695
2025-11-23,28.0,Papa Unica,Ica,3.367295829986474,Ica,0.7,89.695
2025-11-23,33.0,Papa Canchan,Barranca,3.5263605246161616,Lima,1.0,89.695
2025-11-23,19.0,Papa Blanca,Pasco,2.995732273553991,Pasco,0.71,89.695
2025-11-23,62.0,Papa Blanca,Lima,4.143134726391533,Lima,0.71,89.695
2025-11-23,22.0,Papa Blanca,Huaura,3.1354942159291497,Lima,0.71,89.695
2025-11-23,162.0,Papa Blanca,Huaral,5.093750200806762,Lima,0.71,89.695
2025-11-23,40.0,Papa Blanca,Canta,3.713572066704308,Lima,0.71,89.695
2025-11-23,136.0,Papa Blanca,Canete,4.919980925828125,Lima,0.71,89.695
2025-11-23,135.0,Papa Blanca,Barranca,4.912654885736052,Lima,0.71,89.695
2025-11-23,94.0,Papa Blanca,Tarma,4.553876891600541,Junin,0.71,89.695
2025-11-23,88.0,Papa Blanca,Huancayo,4.48863636973214,Junin,0.71,89.695
2025-11-23,59.0,Papa Blanca,Pisco,4.0943445622221,Ica,0.71,89.695
2025-11-23,76.0,Papa Blanca,Nazca,4.343805421853684,Ica,0.71,89.695
2025-11-23,507.0,Papa Blanca,Huanuco,6.230481447578482,Huanuco,0.71,89.695
2025-11-23,47.0,Papa Blanca,Huamanga,3.87120101090789,Ayacucho,0.71,89.695
2025-11-23,19.0,Papa Blanca,Arequipa,2.995732273553991,Arequipa,0.71,89.695
2025-11-23,1.0,Papa Amarilla,Huancayo,0.6931471805599453,Junin,1.9,89.695
2025-11-23,113.0,Papa Amarilla,Ambo,4.736198448394496,Huanuco,1.9,89.695
2025-11-22,11.0,Papa Yungay,Pasco,2.4849066497880004,Pasco,0.71,89.695
2025-11-22,22.0,Papa Yungay,Huaura,3.1354942159291497,Lima,0.71,89.695
2025-11-22,139.0,Papa Yungay,Huaral,4.941642422609304,Lima,0.71,89.695
2025-11-22,21.0,Papa Yungay,Canete,3.091042453358316,Lima,0.71,89.695
2025-11-22,20.0,Papa Yungay,Barranca,3.044522437723423,Lima,0.71,89.695
2025-11-22,55.0,Papa Yungay,Tarma,4.02535169073515,Junin,0.71,89.695
2025-11-22,33.0,Papa Yungay,Ica,3.5263605246161616,Ica,0.71,89.695
2025-11-22,140.0,Papa Yungay,Huanuco,4.948759890378168,Huanuco,0.71,89.695
2025-11-22,28.0,Papa Unica,Canete,3.367295829986474,Lima,0.7,89.695
2025-11-22,22.0,Papa Unica,Ica,3.1354942159291497,Ica,0.7,89.695
2025-11-22,30.0,Papa Unica,Arequipa,3.4339872044851463,Arequipa,0.7,89.695
2025-11-22,72.0,Papa Negra Andina,Huancayo,4.290459441148391,Junin,0.91,89.695
2025-11-22,20.0,Papa Huayro,Huancayo,3.044522437723423,Junin,1.85,89.695
2025-11-22,10.0,Papa Color,Huancayo,2.3978952727983707,Junin,0.85,89.695
2025-11-22,36.0,Papa Blanca,Pasco,3.610917912644224,Pasco,0.71,89.695
2025-11-22,74.0,Papa Blanca,Lima,4.31748811353631,Lima,0.71,89.695
2025-11-22,71.0,Papa Blanca,Huaura,4.276666119016055,Lima,0.71,89.695
2025-11-22,90.0,Papa Blanca,Huaral,4.51085950651685,Lima,0.71,89.695
2025-11-22,45.0,Papa Blanca,Canta,3.828641396489095,Lima,0.71,89.695
2025-11-22,123.0,Papa Blanca,Canete,4.820281565605037,Lima,0.71,89.695
2025-11-22,307.0,Papa Blanca,Barranca,5.730099782973575,Lima,0.71,89.695
2025-11-22,19.0,Papa Blanca,Yauli,2.995732273553991,Junin,0.71,89.695
2025-11-22,267.0,Papa Blanca,Tarma,5.5909869805108565,Junin,0.71,89.695
2025-11-22,143.0,Papa Blanca,Huancayo,4.969813299576001,Junin,0.71,89.695
2025-11-22,24.0,Papa Blanca,Pisco,3.218875824868201,Ica,0.71,89.695
2025-11-22,34.0,Papa Blanca,Nazca,3.555348061489413,Ica,0.71,89.695
2025-11-22,19.0,Papa Blanca,Ica,2.995732273553991,Ica,0.71,89.695
2025-11-22,18.0,Papa Blanca,Chincha,2.9444389791664403,Ica,0.71,89.695
2025-11-22,684.0,Papa Blanca,Huanuco,6.529418838262226,Huanuco,0.71,89.695
2025-11-22,7.0,Papa Blanca,Huancavelica,2.079441541679836,Huancavelica,0.71,89.695
2025-11-22,63.0,Papa Blanca,Huamanga,4.158883083359672,Ayacucho,0.71,89.695
2025-11-22,162.0,Papa Blanca,Arequipa,5.093750200806762,Arequipa,0.71,89.695
2025-11-22,29.0,Papa Blanca,Andahuaylas,3.4011973816621555,Apurimac,0.71,89.695
2025-11-22,1.0,Papa Amarilla,Huancayo,0.6931471805599453,Junin,1.9,89.695
2025-11-22,77.0,Papa Amarilla,Ambo,4.356708826689592,Huanuco,1.9,89.695
2025-11-21,6.0,Papa Yungay,Lima,1.9459101490553128,Lima,0.71,89.695
2025-11-21,11.0,Papa Yungay,Huaura,2.4849066497880004,Lima,0.71,89.695
2025-11-21,16.0,Papa Yungay,Barranca,2.833213344056216,Lima,0.71,89.695
2025-11-21,49.0,Papa Yungay,Tarma,3.912023005428146,Junin,0.71,89.695
2025-11-21,19.0,Papa Yungay,Huancayo,2.995732273553991,Junin,0.71,89.695
2025-11-21,145.0,Papa Yungay,Huanuco,4.983606621708336,Huanuco,0.71,89.695
2025-11-21,5.0,Papa Yungay,Ambo,1.791759469228055,Huanuco,0.71,89.695
2025-11-21,24.0,Papa Yungay,Arequipa,3.218875824868201,Arequipa,0.71,89.695
2025-11-21,22.0,Papa Unica,Huaura,3.1354942159291497,Lima,0.69,89.695
2025-11-21,47.0,Papa Unica,Canete,3.87120101090789,Lima,0.69,89.695
2025-11-21,27.0,Papa Unica,Ica,3.332204510175204,Ica,0.69,89.695
2025-11-21,16.0,Papa Unica,Arequipa,2.833213344056216,Arequipa,0.69,89.695
2025-11-21,21.0,Papa Color,Huancayo,3.091042453358316,Junin,0.84,89.695
2025-11-21,43.0,Papa Canchan,Barranca,3.784189633918261,Lima,0.99,89.695
2025-11-21,35.0,Papa Canchan,Huanuco,3.58351893845611,Huanuco,0.99,89.695
2025-11-21,30.0,Papa Blanca,Pasco,3.4339872044851463,Pasco,0.71,89.695
2025-11-21,34.0,Papa Blanca,Lima,3.555348061489413,Lima,0.71,89.695
2025-11-21,79.0,Papa Blanca,Huaura,4.382026634673881,Lima,0.71,89.695
2025-11-21,130.0,Papa Blanca,Huaral,4.875197323201151,Lima,0.71,89.695
2025-11-21,25.0,Papa Blanca,Canta,3.258096538021482,Lima,0.71,89.695
2025-11-21,272.0,Papa Blanca,Canete,5.60947179518496,Lima,0.71,89.695
2025-11-21,234.0,Papa Blanca,Barranca,5.459585514144159,Lima,0.71,89.695
2025-11-21,164.0,Papa Blanca,Tarma,5.10594547390058,Junin,0.71,89.695
2025-11-21,7.0,Papa Blanca,Junin,2.079441541679836,Junin,0.71,89.695
2025-11-21,238.0,Papa Blanca,Huancayo,5.476463551931511,Junin,0.71,89.695
2025-11-21,48.0,Papa Blanca,Pisco,3.8918202981106265,Ica,0.71,89.695
2025-11-21,37.0,Papa Blanca,Nazca,3.6375861597263857,Ica,0.71,89.695
2025-11-21,702.0,Papa Blanca,Huanuco,6.555356891810665,Huanuco,0.71,89.695
2025-11-21,5.0,Papa Blanca,Ambo,1.791759469228055,Huanuco,0.71,89.695
2025-11-21,5.0,Papa Blanca,Huancavelica,1.791759469228055,Huancavelica,0.71,89.695
2025-11-21,25.0,Papa Blanca,Huamanga,3.258096538021482,Ayacucho,0.71,89.695
2025-11-21,63.0,Papa Blanca,Arequipa,4.158883083359672,Arequipa,0.71,89.695
2025-11-21,57.0,Papa Amarilla,Ambo,4.060443010546419,Huanuco,1.85,89.695
2025-11-20,31.0,Papa Yungay,Barranca,3.4657359027997265,Lima,0.73,89.695
2025-11-20,36.0,Papa Yungay,Tarma,3.610917912644224,Junin,0.73,89.695
2025-11-20,16.0,Papa Yungay,Huamanga,2.833213344056216,Ayacucho,0.73,89.695
2025-11-20,74.0,Papa Unica,Huaura,4.31748811353631,Lima,0.71,89.695
2025-11-20,21.0,Papa Unica,Huaral,3.091042453358316,Lima,0.71,89.695
2025-11-20,118.0,Papa Unica,Canete,4.77912349311153,Lima,0.71,89.695
2025-11-20,11.0,Papa Unica,Barranca,2.4849066497880004,Lima,0.71,89.695
2025-11-20,26.0,Papa Unica,Nazca,3.295836866004329,Ica,0.71,89.695
2025-11-20,44.0,Papa Unica,Ica,3.80666248977032,Ica,0.71,89.695
2025-11-20,30.0,Papa Canchan,Canete,3.4339872044851463,Lima,0.91,89.695
2025-11-20,51.0,Papa Canchan,Barranca,3.951243718581428,Lima,0.91,89.695
2025-11-20,16.0,Papa Canchan,Arequipa,2.833213344056216,Arequipa,0.91,89.695
2025-11-20,34.0,Papa Blanca,Pasco,3.555348061489413,Pasco,0.73,89.695
2025-11-20,13.0,Papa Blanca,Lima,2.639057329615259,Lima,0.73,89.695
2025-11-20,24.0,Papa Blanca,Huaura,3.218875824868201,Lima,0.73,89.695
2025-11-20,118.0,Papa Blanca,Huaral,4.77912349311153,Lima,0.73,89.695
2025-11-20,96.0,Papa Blanca,Canete,4.574710978503383,Lima,0.73,89.695
2025-11-20,84.0,Papa Blanca,Barranca,4.442651256490317,Lima,0.73,89.695
2025-11-20,291.0,Papa Blanca,Tarma,5.676753802268282,Junin,0.73,89.695
2025-11-20,18.0,Papa Blanca,Junin,2.9444389791664403,Junin,0.73,89.695
2025-11-20,310.0,Papa Blanca,Huancayo,5.739792912179234,Junin,0.73,89.695
2025-11-20,209.0,Papa Blanca,Pisco,5.3471075307174685,Ica,0.73,89.695
2025-11-20,623.0,Papa Blanca,Huanuco,6.436150368369428,Huanuco,0.73,89.695
2025-11-20,55.0,Papa Blanca,Arequipa,4.02535169073515,Arequipa,0.73,89.695
2025-11-20,139.0,Papa Amarilla,Ambo,4.941642422609304,Huanuco,1.7,89.695
2025-11-19,19.0,Papa Yungay,Barranca,2.995732273553991,Lima,0.75,89.695
2025-11-19,17.0,Papa Yungay,Tarma,2.8903717578961645,Junin,0.75,89.695
2025-11-19,32.0,Papa Yungay,Huancayo,3.49650756146648,Junin,0.75,89.695
2025-11-19,83.0,Papa Yungay,Huanuco,4.430816798843313,Huanuco,0.75,89.695
2025-11-19,17.0,Papa Unica,Lima,2.8903717578961645,Lima,0.71,89.695
2025-11-19,94.0,Papa Unica,Huaral,4.553876891600541,Lima,0.71,89.695
2025-11-19,22.0,Papa Unica,Canta,3.1354942159291497,Lima,0.71,89.695
2025-11-19,40.0,Papa Unica,Canete,3.713572066704308,Lima,0.71,89.695
2025-11-19,46.0,Papa Unica,Barranca,3.8501476017100575,Lima,0.71,89.695
2025-11-19,40.0,Papa Unica,Ica,3.713572066704308,Ica,0.71,89.695
2025-11-19,16.0,Papa Huayro,Junin,2.833213344056216,Junin,2.1,89.695
2025-11-19,15.0,Papa Canchan,Huaura,2.772588722239781,Lima,0.93,89.695
2025-11-19,21.0,Papa Canchan,Huaral,3.091042453358316,Lima,0.93,89.695
2025-11-19,24.0,Papa Canchan,Canete,3.218875824868201,Lima,0.93,89.695
2025-11-19,165.0,Papa Canchan,Barranca,5.111987788356544,Lima,0.93,89.695
2025-11-19,19.0,Papa Canchan,Tarma,2.995732273553991,Junin,0.93,89.695
2025-11-19,4.0,Papa Canchan,Huancayo,1.6094379124341005,Junin,0.93,89.695
2025-11-19,20.0,Papa Canchan,Pisco,3.044522437723423,Ica,0.93,89.695
2025-11-19,25.0,Papa Canchan,Huanuco,3.258096538021482,Huanuco,0.93,89.695
2025-11-19,7.0,Papa Canchan,Huamanga,2.079441541679836,Ayacucho,0.93,89.695
2025-11-19,11.0,Papa Blanca,Pasco,2.4849066497880004,Pasco,0.75,89.695
2025-11-19,55.0,Papa Blanca,Lima,4.02535169073515,Lima,0.75,89.695
2025-11-19,52.0,Papa Blanca,Huaura,3.970291913552122,Lima,0.75,89.695
2025-11-19,49.0,Papa Blanca,Huaral,3.912023005428146,Lima,0.75,89.695
2025-11-19,95.0,Papa Blanca,Canete,4.564348191467836,Lima,0.75,89.695
2025-11-19,172.0,Papa Blanca,Barranca,5.153291594497779,Lima,0.75,89.695
2025-11-19,126.0,Papa Blanca,Tarma,4.844187086458591,Junin,0.75,89.695
2025-11-19,272.0,Papa Blanca,Huancayo,5.60947179518496,Junin,0.75,89.695
2025-11-19,29.0,Papa Blanca,Pisco,3.4011973816621555,Ica,0.75,89.695
2025-11-19,284.0,Papa Blanca,Huanuco,5.652489180268651,Huanuco,0.75,89.695
2025-11-19,44.0,Papa Blanca,Ambo,3.80666248977032,Huanuco,0.75,89.695
2025-11-19,20.0,Papa Blanca,Huamanga,3.044522437723423,Ayacucho,0.75,89.695
2025-11-19,1.0,Papa Amarilla,Huancayo,0.6931471805599453,Junin,1.73,89.695
2025-11-19,29.0,Papa Amarilla,Ambo,3.4011973816621555,Huanuco,1.73,89.695
2025-11-18,30.0,Papa Yungay,Huanuco,3.4339872044851463,Huanuco,0.81,89.695
2025-11-18,22.0,Papa Unica,Huaura,3.1354942159291497,Lima,0.78,89.695
2025-11-18,113.0,Papa Unica,Huaral,4.736198448394496,Lima,0.78,89.695
2025-11-18,23.0,Papa Unica,Canete,3.1780538303479458,Lima,0.78,89.695
2025-11-18,41.0,Papa Unica,Barranca,3.737669618283368,Lima,0.78,89.695
2025-11-18,21.0,Papa Unica,Nazca,3.091042453358316,Ica,0.78,89.695
2025-11-18,17.0,Papa Unica,Ica,2.8903717578961645,Ica,0.78,89.695
2025-11-18,31.0,Papa Negra Andina,Huancayo,3.4657359027997265,Junin,0.95,89.695
2025-11-18,25.0,Papa Huayro,Pasco,3.258096538021482,Pasco,2.1,89.695
2025-11-18,24.0,Papa Huayro,Huancayo,3.218875824868201,Junin,2.1,89.695
2025-11-18,3.0,Papa Color,Huancayo,1.3862943611198906,Junin,0.87,89.695
2025-11-18,57.0,Papa Canchan,Pasco,4.060443010546419,Pasco,0.96,89.695
2025-11-18,6.0,Papa Canchan,Lima,1.9459101490553128,Lima,0.96,89.695
2025-11-18,21.0,Papa Canchan,Huaura,3.091042453358316,Lima,0.96,89.695
2025-11-18,28.0,Papa Canchan,Huaral,3.367295829986474,Lima,0.96,89.695
2025-11-18,36.0,Papa Canchan,Tarma,3.610917912644224,Junin,0.96,89.695
2025-11-18,20.0,Papa Canchan,Huancayo,3.044522437723423,Junin,0.96,89.695
2025-11-18,21.0,Papa Canchan,Pisco,3.091042453358316,Ica,0.96,89.695
2025-11-18,67.0,Papa Canchan,Huanuco,4.219507705176107,Huanuco,0.96,89.695
2025-11-18,21.0,Papa Blanca,Pasco,3.091042453358316,Pasco,0.81,89.695
2025-11-18,81.0,Papa Blanca,Lima,4.406719247264253,Lima,0.81,89.695
2025-11-18,37.0,Papa Blanca,Huaura,3.6375861597263857,Lima,0.81,89.695
2025-11-18,158.0,Papa Blanca,Huaral,5.068904202220232,Lima,0.81,89.695
2025-11-18,51.0,Papa Blanca,Canta,3.951243718581428,Lima,0.81,89.695
2025-11-18,149.0,Papa Blanca,Canete,5.010635294096256,Lima,0.81,89.695
2025-11-18,143.0,Papa Blanca,Barranca,4.969813299576001,Lima,0.81,89.695
2025-11-18,397.0,Papa Blanca,Tarma,5.986452005284438,Junin,0.81,89.695
2025-11-18,24.0,Papa Blanca,Junin,3.218875824868201,Junin,0.81,89.695
2025-11-18,234.0,Papa Blanca,Huancayo,5.459585514144159,Junin,0.81,89.695
2025-11-18,23.0,Papa Blanca,Pisco,3.1780538303479458,Ica,0.81,89.695
2025-11-18,2.0,Papa Blanca,Ica,1.0986122886681096,Ica,0.81,89.695
2025-11-18,343.0,Papa Blanca,Huanuco,5.840641657373398,Huanuco,0.81,89.695
2025-11-18,45.0,Papa Blanca,Ambo,3.828641396489095,Huanuco,0.81,89.695
2025-11-18,23.0,Papa Blanca,Huancavelica,3.1780538303479458,Huancavelica,0.81,89.695
2025-11-18,46.0,Papa Blanca,Huamanga,3.8501476017100575,Ayacucho,0.81,89.695
2025-11-18,1.0,Papa Amarilla,Huancayo,0.6931471805599453,Junin,1.88,89.695
2025-11-18,244.0,Papa Amarilla,Ambo,5.501258210544727,Huanuco,1.88,89.695
2025-11-17,13.0,Papa Yungay,Huanuco,2.639057329615259,Huanuco,0.79,89.695
2025-11-17,21.0,Papa Unica,Huaral,3.091042453358316,Lima,0.78,89.695
2025-11-17,5.0,Papa Color,Huancavelica,1.791759469228055,Huancavelica,0.86,89.695
2025-11-17,9.0,Papa Blanca,Lima,2.302585092994046,Lima,0.79,89.695
2025-11-17,11.0,Papa Blanca,Huaral,2.4849066497880004,Lima,0.79,89.695
2025-11-17,30.0,Papa Blanca,Canete,3.4339872044851463,Lima,0.79,89.695
2025-11-17,73.0,Papa Blanca,Barranca,4.304065093204169,Lima,0.79,89.695
2025-11-17,25.0,Papa Blanca,Tarma,3.258096538021482,Junin,0.79,89.695
2025-11-17,11.0,Papa Blanca,Jauja,2.4849066497880004,Junin,0.79,89.695
2025-11-17,140.0,Papa Blanca,Huancayo,4.948759890378168,Junin,0.79,89.695
2025-11-17,23.0,Papa Blanca,Pisco,3.1780538303479458,Ica,0.79,89.695
2025-11-17,189.0,Papa Blanca,Huanuco,5.247024072160486,Huanuco,0.79,89.695
2025-11-17,29.0,Papa Blanca,Arequipa,3.4011973816621555,Arequipa,0.79,89.695
2025-11-17,21.0,Papa Amarilla,Ambo,3.091042453358316,Huanuco,1.88,89.695
2025-11-16,39.0,Papa Yungay,Canete,3.688879454113936,Lima,0.7,89.695
2025-11-16,46.0,Papa Yungay,Huanuco,3.8501476017100575,Huanuco,0.7,89.695
2025-11-16,10.0,Papa Yungay,Huamanga,2.3978952727983707,Ayacucho,0.7,89.695
2025-11-16,21.0,Papa Unica,Canta,3.091042453358316,Lima,0.76,89.695
2025-11-16,19.0,Papa Canchan,Lima,2.995732273553991,Lima,0.88,89.695
2025-11-16,14.0,Papa Blanca,Pasco,2.70805020110221,Pasco,0.7,89.695
2025-11-16,66.0,Papa Blanca,Lima,4.204692619390966,Lima,0.7,89.695
2025-11-16,117.0,Papa Blanca,Huaura,4.770684624465665,Lima,0.7,89.695
2025-11-16,132.0,Papa Blanca,Huaral,4.890349128221754,Lima,0.7,89.695
2025-11-16,169.0,Papa Blanca,Canete,5.135798437050262,Lima,0.7,89.695
2025-11-16,90.0,Papa Blanca,Barranca,4.51085950651685,Lima,0.7,89.695
2025-11-16,149.0,Papa Blanca,Tarma,5.010635294096256,Junin,0.7,89.695
2025-11-16,17.0,Papa Blanca,Jauja,2.8903717578961645,Junin,0.7,89.695
